NAME1,NAME2,NAME3,id,数据仓库,图层,wmts,Absolute_path,Absolute_path_server,note,dataType,resolution,zip_level
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_1985.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_1985_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_1985_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_1990.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_1990_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_1990_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_1991.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_1991_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_1991_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_1992.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_1992_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_1992_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_1993.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_1993_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_1993_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_1994.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_1994_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_1994_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_1995.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_1995_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_1995_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_1996.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_1996_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_1996_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_1997.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_1997_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_1997_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_1998.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_1998_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_1998_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_1999.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_1999_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_1999_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2000.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2000_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2000_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2001.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2001_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2001_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2002.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2002_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2002_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2003.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2003_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2003_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2004.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2004_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2004_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2005.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2005_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2005_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2006.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2006_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2006_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2007.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2007_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2007_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2008.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2008_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2008_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2009.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2009_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2009_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2010.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2010_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2010_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2011.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2011_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2011_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2012.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2012_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2012_albert.tif,,byte,30,20
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_v01_2013.tif,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=9&TileCol=413&TileRow=212,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/CLCD_v01_2013_albert.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/CLCD_v01_2013_albert.tif,,byte,30,20
